Carimbo de data/hora,A qual instituição você está filiado hoje?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,"Em qual instituição você concluiu sua graduação? (Insira a sigla, ex: UFPR, UNIOESTE, PUCPR, UEM, UEL, etc.)",De quais programas na graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software estatístico?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",A qual turma da disciplina você pertence?,Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou:,Sexo,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Você mora,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante para ir para Universidade?,"Em média, quanto tempo você demora para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?"
13/03/2020 10:41:2980,UFPR,ED - Educação,Pós-Doutorado,Ciências Humanas,2017,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2011,2012,UFPR,15,CAPES,1,1,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Sim,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,172,62,13/03/1993,Bolsista em tempo integral,Com outros familiares,3,Curitiba,B (carro),Carro/moto próprio,30,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2999,UFPR,SL - Litoral,Professor,Ciências Exatas,2017,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,0,Não,1,1,Sim,"R, SAS, Minitab, Statistica, SPSS, Matlab",Certamente sim,6,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",ASFAF,Feminino,183,103,02/11/1993,PKLFA,Com amigos,1,Região metropolitana,B (carro),Carro/moto próprio,30,1,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",55,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3018,UFPR,SP - Palotina,FGH,Ciências Biológicas,2015,Universidade Estudal de Maringá - UEM,"Iniciação científica, PET, Monitoria, Empresa Júnior",,,,0,CAPES,1,5,Sim,"R, SAS, Minitab, Statistica, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma outra mídia social da UFPR,Não,Presencial,Não,Não,Totalmente em escola pública,F,Masculino,172,65,26/05/1992,ASFA,Com o namorado(a)/noivo(a)/cônjuge,2,Interior do Paraná,Não,A pé,40,3,"Cachorro, Gato, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3037,UFPR,TC - Tecnologia,JHG,Ciências Exatas,2009,UTFPR,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,2019,UFPR,1,Não,1,0,Sim,"R, SAS, Minitab, SPSS, Excel, Matlab",Não sei ainda,8,AASFASF,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Não,Não,Totalmente em escola particular,F,Masculino,177,75,08/03/1980,FE,"Pensão, quarto alugado ou algo similar",1,Outro Estado,B (carro),Carro/moto próprio,30,10,"Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo",Facebook,40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3056,ADFSA,ET - Exatas,WS,Ciências Exatas,2018,UNIVALI,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,UFPR,3,CAPES,1,0,Não,"R, SAS, Statistica, SPSS, Excel, Matlab",Definitivamente não,8,JHGF,Pelo(a) orientador(a),Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,160,82,23/06/1993,GDF,Sozinho,26,Outro País,A (moto),Carro/moto próprio,4,5,"Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",30,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3075,ASFDA,AG - Agrárias,LK,Ciências Exatas,2015,UFPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,CNPQ,1,3,Sim,"R, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por ex-alunos da Disciplina,Não,Remota,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,177,80,10/06/1993,Trabalho ocasional,Com os pais,3,Curitiba,B (carro),Carro/moto próprio,40,2,Não possuo,Violão,"Facebook, Instagram",50,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3094,E,ET - Exatas,ASX,Ciências Humanas,2011,UFPR,AJKSFHAKF,,,,0,LACTEC,3,0,Sim,"SAS, Minitab, Statistica, SPSS, Excel, Matlab",Não sei ainda,9,Conseguir um emprego.,Por colegas,Sim,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,164,72,04/06/1987,Trabalho por contrato,Com amigos,3,Região metropolitana,A e B (moto e carro),Bicicleta,25,2,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",30,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3113,GFH,AG - Agrárias,YG,Ciências Humanas,2011,UNICENTRO,ASFDASF,,,,0,SIMEPAR,1,0,Sim,ASFDAF,Definitivamente não,9,Conseguir um emprego.,ASFA,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,166,64,03/11/1987,Trabalho com carteira assinada/Vínculo Formal,Com os pais,2,Curitiba,A e B (moto e carro),Serviço fretado de van/ônibus,150,1,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",58,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3132,HG,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Exatas,2018,UFPR,HGJJHGJ,2018,,UFPR,0,Fundação Araucária,1,0,Sim,AFFHG,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,FS,Não,Presencial,Não,Não,Totalmente em escola particular,ASFAF,Masculino,161,69,07/03/2019,Trabalho ocasional,Com outros familiares,1,Interior do Paraná,B (carro),Carro/moto próprio,20,0,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",48,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3151,FJHGJH,ET - Exatas,Mestrado Acadêmico,Ciências Biológicas,2017,UTFPR,ERSFS,2015,2017,UTFPR,1,Não,1,1,Sim,HKFFH,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FSAA,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,168,57,18/08/1985,Trabalho por contrato,Com amigos,1,Curitiba,A (moto),Carro/moto próprio,30,4,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",35,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3170,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2016,Universidade tuiuti do Paraná ,"ASFAF, Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,Não,0,0,Não,EDCS,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,SF,Não,Presencial,Não,Sim,Totalmente em escola particular,F,Masculino,168,63,31/07/1989,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,1,Região metropolitana,B (carro),Carro/moto próprio,20,5,"Cachorro, Gato, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",42,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3189,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Humanas,1998,UFPR,"PET, Monitoria",,2019,UFPR,1,Não,2,7,Sim,Excel,Não sei ainda,10,AASFASF,AF,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,180,78,26/03/1975,PKLFA,"Pensão, quarto alugado ou algo similar",3,Interior do Paraná,B (carro),A pé,20,15,"Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",56,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3208,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Humanas,1997,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,CAPES,1,0,Sim,Excel,Definitivamente não,10,JHGF,AF,Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,191,101,27/05/1975,ASFA,Sozinho,2,Outro Estado,B (carro),Transporte público,50,20,"Pássaro, Peixe, Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo",Facebook,45,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3227,UFPR,AG - Agrárias,Mestrado Profissional,Ciências Exatas,2021,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,0,CAPES,2,0,Sim,Excel,Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FAF,Não,Presencial,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,173,70,02/05/1988,FE,Com os pais,1,Outro País,B (carro),Carro/moto próprio,300,0,Não possuo,Violão,"Facebook, Instagram",48,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3246,UEL,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2010,UFPR,"Iniciação científica, PET, Monitoria, Empresa Júnior",1998,2000,UFRGs,1,Não,0,0,Não,Excel,Não sei ainda,10,Conseguir um emprego.,FF,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,172,60,21/08/1991,GDF,Com amigos,1,Curitiba,B (carro),Carro/moto próprio,15,2,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",35,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3265,UEM,ET - Exatas,Pós-Doutorado,Ciências Exatas,2010,UFPR,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",2015,2017,University of Bahri,8,CAPES,2,1,Sim,"R, SAS, Excel",Definitivamente não,10,Conseguir um emprego.,Pelos professores que ministram/ministraram disciplinas da Transversal,Sim,Presencial,Não,Sim,Totalmente em escola particular,ASFAF,Masculino,160,50,26/05/1986,Trabalho ocasional,Com os pais,3,Região metropolitana,B (carro),A pé,20,9,Não possuo,Violão,"Facebook, Instagram",55,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3284,UEPG,AG - Agrárias,Professor,Ciências Exatas,2005,Universidade de Passo Fundo,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,Não,0,3,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,152,61,29/10/1983,Trabalho por contrato,Com outros familiares,2,Curitiba,Não,A pé,10,10,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3303,UNIOESTE,ET - Exatas,FGH,Ciências Exatas,2010,UFPEL,"PET, Monitoria, Projeto de extensão, Empresa Júnior",2010,2012,UFSC,12,CAPES,1,3,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola pública,F,Masculino,173,71,15/03/1988,Trabalho com carteira assinada/Vínculo Formal,Com amigos,2,Interior do Paraná,B (carro),Carro/moto próprio,10,1,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",47,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3322,UNICENTRO,AG - Agrárias,JHG,Ciências Humanas,2007,Universidade Estadual de Maringá,"PET, Monitoria",2008,2010,UNESP,7,CNPQ,20,8,Sim,"R, SAS, Minitab, Statistica, SPSS, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,167,93,09/07/1985,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,1,Curitiba,B (carro),Carro/moto próprio,30,0,"Cachorro, Gato, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3341,UENP,BL - Ciências Biológicas,WS,Ciências Humanas,2016,PUCPR,"PET, Monitoria",,,,0,LACTEC,1,3,Sim,"R, SAS, Minitab, Statistica, Excel, Matlab",Não sei ainda,10,AASFASF,Por alguma outra mídia social da UFPR,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,159,71,26/04/1993,Trabalho por contrato,"Pensão, quarto alugado ou algo similar",2,Região metropolitana,B (carro),Transporte público,45,10,"Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",41,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3360,UNILA,ET - Exatas,LK,Ciências Exatas,1999,UFPR,"PET, Monitoria",,,,1,SIMEPAR,0,1,Sim,"R, SAS, Minitab, SPSS, Excel, Matlab",Definitivamente não,10,JHGF,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,60,01/11/1978,Bolsista em tempo integral,Sozinho,2,Interior do Paraná,B (carro),Carro/moto próprio,10,0,"Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3379,IFPR,AG - Agrárias,ASX,Ciências Biológicas,2004,UFPR,"PET, Monitoria",,,,1,Fundação Araucária,0,1,Sim,"R, SAS, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a) orientador(a),Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,163,53,22/04/1981,PKLFA,Com os pais,1,Outro Estado,B (carro),Carro/moto próprio,30,4,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo",Facebook,45,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3398,UTFPR,ET - Exatas,YG,Ciências Exatas,2014,Unifil,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2014,2016,UFPR,0,Não,0,1,Sim,"R, Minitab, Statistica, SPSS, Excel, Matlab",Não sei ainda,10,Conseguir um emprego.,Por ex-alunos da Disciplina,Não,Presencial,Não,Não,Totalmente em escola pública,ASFAF,Masculino,181,85,17/11/1989,ASFA,Com amigos,2,Outro País,A e B (moto e carro),Carro/moto próprio,15,1,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3417,UFPR,"AC - Artes, Comunicação e Design",Mestrado Acadêmico,Ciências Exatas,2007,Uem,"Iniciação científica, PET, Monitoria, Projeto de extensão",2005,2007,UEM,50,Não,2,3,Sim,"SAS, Minitab, Statistica, SPSS, Excel, Matlab",Definitivamente não,10,Conseguir um emprego.,Por colegas,Não,Presencial,Não,Não,Totalmente em escola particular,F,Masculino,182,95,15/02/1986,FE,Com os pais,3,Curitiba,A e B (moto e carro),Carro/moto próprio,15,2,Não possuo,Violão,"Facebook, Instagram",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3436,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Exatas,2016,UFPB,"Iniciação científica, PET, Monitoria, Empresa Júnior",2015,2017,UFCG,10,Não,2,12,Sim,ASFDAF,Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,ASFA,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,172,102,03/02/1995,GDF,Com outros familiares,29,Região metropolitana,A e B (moto e carro),Bicicleta,30,2,Não possuo,Violão,"Facebook, Instagram",51,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3455,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Humanas,2012,UFRGS,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,,,0,CAPES,2,1,Não,AFFHG,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FS,Não,Remota,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,164,56,10/12/1982,Trabalho ocasional,Com amigos,3,Curitiba,B (carro),A pé,18,15,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3474,UFPR,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,2014,Uniandrade,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,CAPES,1,4,Sim,HKFFH,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FSAA,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,167,75,11/07/1989,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,A e B (moto e carro),Transporte público,180,0,"Cachorro, Gato, Pássaro, Peixe","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3493,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2015,Universidad Industrial de Santander,"PET, Monitoria, Projeto de extensão, Empresa Júnior",2013,2015,UFRGS,6,Não,1,0,Sim,EDCS,Não sei ainda,9,AASFASF,SF,Sim,Presencial,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,160,55,01/02/1989,Trabalho com carteira assinada/Vínculo Formal,"Pensão, quarto alugado ou algo similar",3,Curitiba,Não,Bicicleta,40,1,"Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",51,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3512,UFPR,JD - Jurídicas,Mestrado Acadêmico,Ciências Biológicas,2014,UTFPR,AJKSFHAKF,2014,2016,UFPR,1,CAPES,1,1,Sim,Excel,Definitivamente não,8,JHGF,AF,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,163,51,19/10/1992,Trabalho ocasional,Sozinho,2,Região metropolitana,B (carro),Carro/moto próprio,20,0,"Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",55,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3531,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Exatas,2018,Ufrrj,ASFDASF,,,UFPR,1,Não,1,0,Não,Excel,Certamente sim,1,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,AF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",ASFAF,Feminino,161,56,14/11/2019,Trabalho por contrato,Com os pais,1,Interior do Paraná,A (moto),Transporte público,180,5,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3550,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Exatas,2014,UFPR,HGJJHGJ,2015,2017,Unicentro,2,CAPES,0,1,Sim,Excel,Não sei ainda,10,Conseguir um emprego.,FAF,Não,Presencial,Não,Sim,Totalmente em escola particular,F,Masculino,173,77,07/05/1981,Bolsista em tempo integral,Com amigos,0,Outro Estado,B (carro),Carro/moto próprio,10,2,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo",Facebook,53,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3569,UFPR,CT - Ciências da Terra,Mestrado Profissional,Ciências Exatas,2014,UNIVASF,ERSFS,,2020,,1,CNPQ,1,0,Não,Excel,Definitivamente não,10,Conseguir um emprego.,FF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,180,75,15/03/1991,PKLFA,Com os pais,2,Outro País,B (carro),Transporte público,90,5,Não possuo,Violão,"Facebook, Instagram",35,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3588,UFPR,EP - Educação Profissional e Tecnológica,Doutorado,Ciências Humanas,2014,UFPR,"ASFAF, Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2014,2016,UFPR,2,LACTEC,1,12,Sim,"R, SAS, Excel",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,166,61,12/09/1989,ASFA,Com outros familiares,4,Curitiba,B (carro),Carro/moto próprio,10,1,Não possuo,Violão,"Facebook, Instagram",59,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3607,UFPR,ED - Educação,Pós-Doutorado,Ciências Humanas,2004,UFPR,"PET, Monitoria",2015,2017,UFPR,1,SIMEPAR,1,1,Não,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,179,75,13/01/1977,FE,Com amigos,1,Região metropolitana,B (carro),Carro/moto próprio,15,5,Não possuo,Violão,"Facebook, Instagram",52,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3626,UFPR,SL - Litoral,Professor,Ciências Exatas,2017,Universidade Estadual da Paraíba - UEPB,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2017,2019,Centro Universitário de João Pessoa - UNIPÊ ,2,Fundação Araucária,1,0,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Sim,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,177,110,15/09/1991,GDF,Com o namorado(a)/noivo(a)/cônjuge,0,Curitiba,B (carro),Transporte público,20,10,"Cachorro, Gato, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3645,UFPR,SP - Palotina,FGH,Ciências Biológicas,2017,Universidade Federal Fluminense,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,0,Não,1,0,Não,"R, SAS, Minitab, Statistica, SPSS, Matlab",Não sei ainda,10,AASFASF,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Sim,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,179,95,26/08/1992,Trabalho ocasional,"Pensão, quarto alugado ou algo similar",2,Interior do Paraná,B (carro),Carro/moto próprio,15,2,"Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",52,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3664,UFPR,TC - Tecnologia,JHG,Ciências Exatas,2002,UNIVERSIDADE ESTÁCIO,"Iniciação científica, PET, Monitoria, Empresa Júnior",,,,0,Não,2,1,Sim,"R, SAS, Minitab, Statistica, Excel, Matlab",Definitivamente não,10,JHGF,Por alguma outra mídia social da UFPR,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",ASFAF,Feminino,162,55,31/07/1975,Trabalho por contrato,Sozinho,3,Curitiba,A e B (moto e carro),Carro/moto próprio,20,0,"Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3683,ADFSA,ET - Exatas,WS,Ciências Exatas,2010,UFPR,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,,,0,Não,0,3,Não,"R, SAS, Minitab, SPSS, Excel, Matlab",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Não,Não,Totalmente em escola pública,F,Masculino,165,95,29/10/1971,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Região metropolitana,B (carro),Carro/moto próprio,20,3,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",52,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3702,ASFDA,AG - Agrárias,LK,Ciências Exatas,2019,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,CAPES,1,0,Não,"R, SAS, Statistica, SPSS, Excel, Matlab",Não sei ainda,10,Conseguir um emprego.,Pelo(a) orientador(a),Não,Presencial,Não,Não,Totalmente em escola particular,F,Masculino,158,80,01/02/1997,Trabalho ocasional,Com amigos,0,Interior do Paraná,B (carro),Carro/moto próprio,60,0,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",67,B se chama Bouba e A se chama Kiki.
